N,q,init_name,init_value,iteration,mean_rel_error,max_rel_error,mean_abs_f
1024,1.0,n^(1/q)*2,2048.000000,5,0.0000000011,0.0000001197,0.0000000068
1024,1.0,n^(1/q)*2,2048.000000,6,0.0000000057,0.0000001199,0.0000000066
1024,1.0,n^(1/q)*2,2048.000000,7,0.0000000009,0.0000001198,0.0000000068
1024,1.0,n^(1/q)*2,2048.000000,8,0.0000000068,0.0000001199,0.0000000068
1024,1.0,n^(1/q)*2,2048.000000,9,0.0000000000,0.0000000598,0.0000000066
1024,1.0,max+1,1.000000,0,0.9990203381,0.9990217090,260.6209716797
1024,1.0,max+1,1.000000,1,0.9954816103,0.9966621399,133.3805541992
1024,1.0,max+1,1.000000,2,0.9881128669,0.9917620420,66.7541961670
1024,1.0,max+1,1.000000,3,0.9734110832,0.9819476604,33.1664466858
1024,1.0,max+1,1.000000,4,0.9446085691,0.9625679255,16.3416786194
1024,1.0,max+1,1.000000,5,0.8895386457,0.9249287844,7.9289579391
1024,1.0,max+1,1.000000,6,0.7889429331,0.8539992571,3.7295765877
1024,1.0,max+1,1.000000,7,0.6209380627,0.7280371785,1.6447229385
1024,1.0,max+1,1.000000,8,0.3854865432,0.5291082263,0.6313322783
1024,1.0,max+1,1.000000,9,0.1498309523,0.2794640958,0.1771863699
1024,1.0,max+n^(1/2q),32.000000,0,0.9686509967,0.9686949849,28.0899887085
1024,1.0,max+n^(1/2q),32.000000,1,0.9353731275,0.9367449284,13.8022365570
1024,1.0,max+n^(1/2q),32.000000,2,0.8721846342,0.8759604096,6.6602301598
1024,1.0,max+n^(1/2q),32.000000,3,0.7583169937,0.7659631371,3.0976245403
1024,1.0,max+n^(1/2q),32.000000,4,0.5732402802,0.5856705904,1.3335698843
1024,1.0,max+n^(1/2q),32.000000,5,0.3275849223,0.3424079418,0.4849691093
1024,1.0,max+n^(1/2q),32.000000,6,0.1069952995,0.1170372963,0.1194061786
1024,1.0,max+n^(1/2q),32.000000,7,0.0114211775,0.0136736147,0.0115169641
1024,1.0,max+n^(1/2q),32.000000,8,0.0001304380,0.0001865925,0.0001300626
1024,1.0,max+n^(1/2q),32.000000,9,0.0000000539,0.0000002395,0.0000000402
1024,2.0,n^(1/q),32.000000,0,0.1107927561,0.2172468603,0.1726527065
1024,2.0,n^(1/q),32.000000,1,0.0175248682,0.0618123002,0.0322864950
1024,2.0,n^(1/q),32.000000,2,0.0004487874,0.0046456773,0.0008023293
1024,2.0,n^(1/q),32.000000,3,0.0000003866,0.0000266272,0.0000006833
1024,2.0,n^(1/q),32.000000,4,0.0000000045,0.0000000714,0.0000000245
1024,2.0,n^(1/q),32.000000,5,0.0000000027,0.0000001310,0.0000000172
1024,2.0,n^(1/q),32.000000,6,0.0000000000,0.0000000000,0.0000000172
1024,2.0,n^(1/q),32.000000,7,0.0000000027,0.0000001310,0.0000000172
1024,2.0,n^(1/q),32.000000,8,0.0000000000,0.0000000000,0.0000000172
1024,2.0,n^(1/q),32.000000,9,0.0000000027,0.0000001310,0.0000000172
1024,2.0,eps=0.1,0.100000,0,0.9965287447,0.9966793656,283.1534118652
1024,2.0,eps=0.1,0.100000,1,0.9927167892,0.9939981103,167.7273406982
1024,2.0,eps=0.1,0.100000,2,0.9792978764,0.9883735776,98.8482208252
1024,2.0,eps=0.1,0.100000,3,0.9395278096,0.9728986025,48.5668220520
1024,2.0,eps=0.1,0.100000,4,0.8680094481,0.9331198335,21.8986129761
1024,2.0,eps=0.1,0.100000,5,0.7593216896,0.8682281375,9.5708370209
1024,2.0,eps=0.1,0.100000,6,0.6054277420,0.7690691948,4.0265169144
1024,2.0,eps=0.1,0.100000,7,0.4082417488,0.6266788840,1.5674111843
1024,2.0,eps=0.1,0.100000,8,0.2009124756,0.4409869611,0.5105172992
1024,2.0,eps=0.1,0.100000,9,0.0544430017,0.2358171046,0.1093007922
1024,2.0,eps=1.0,1.000000,0,0.9652876854,0.9667940140,73.2555694580
1024,2.0,eps=1.0,1.000000,1,0.9107567668,0.9305252433,33.9358329773
1024,2.0,eps=1.0,1.000000,2,0.8231431246,0.8724154830,15.0541400909
1024,2.0,eps=1.0,1.000000,3,0.6944683790,0.7843933702,6.4814233780
1024,2.0,eps=1.0,1.000000,4,0.5193104744,0.6569703221,2.6512043476
1024,2.0,eps=1.0,1.000000,5,0.3109986484,0.4846685827,0.9689638615
1024,2.0,eps=1.0,1.000000,6,0.1223011389,0.2814832032,0.2720596492
1024,2.0,eps=1.0,1.000000,7,0.0216749795,0.1020164788,0.0411561728
1024,2.0,eps=1.0,1.000000,8,0.0008880620,0.0142220501,0.0016300580
1024,2.0,eps=1.0,1.000000,9,0.0000028103,0.0002842773,0.0000051819
1024,2.0,n^(1/q)/2,16.000000,0,0.4446036220,0.4687042534,1.7956869602
1024,2.0,n^(1/q)/2,16.000000,1,0.2323476672,0.2649551034,0.6026716232
1024,2.0,n^(1/q)/2,16.000000,2,0.0682466030,0.0909824893,0.1359179318
1024,2.0,n^(1/q)/2,16.000000,3,0.0062604882,0.0113647757,0.0114298649
1024,2.0,n^(1/q)/2,16.000000,4,0.0000557050,0.0001817726,0.0001011000
1024,2.0,n^(1/q)/2,16.000000,5,0.0000000259,0.0000001394,0.0000000393
1024,2.0,n^(1/q)/2,16.000000,6,0.0000000128,0.0000001325,0.0000000171
1024,2.0,n^(1/q)/2,16.000000,7,0.0000000124,0.0000001325,0.0000000166
1024,2.0,n^(1/q)/2,16.000000,8,0.0000000125,0.0000001325,0.0000000166
1024,2.0,n^(1/q)/2,16.000000,9,0.0000000124,0.0000001325,0.0000000166
1024,2.0,n^(1/q)*2,64.000000,0,1.2215855122,1.4344936609,0.7732765675
1024,2.0,n^(1/q)*2,64.000000,1,0.1107927561,0.2172468603,0.1726527065
1024,2.0,n^(1/q)*2,64.000000,2,0.0175248682,0.0618123002,0.0322864950
1024,2.0,n^(1/q)*2,64.000000,3,0.0004487874,0.0046456773,0.0008023293
1024,2.0,n^(1/q)*2,64.000000,4,0.0000003866,0.0000266272,0.0000006833
1024,2.0,n^(1/q)*2,64.000000,5,0.0000000045,0.0000000714,0.0000000245
1024,2.0,n^(1/q)*2,64.000000,6,0.0000000027,0.0000001310,0.0000000172
1024,2.0,n^(1/q)*2,64.000000,7,0.0000000000,0.0000000000,0.0000000172
1024,2.0,n^(1/q)*2,64.000000,8,0.0000000027,0.0000001310,0.0000000172
1024,2.0,n^(1/q)*2,64.000000,9,0.0000000000,0.0000000000,0.0000000172
1024,2.0,max+1,1.000000,0,0.9652876854,0.9667940140,73.2555694580
1024,2.0,max+1,1.000000,1,0.9107567668,0.9305252433,33.9358329773
1024,2.0,max+1,1.000000,2,0.8231431246,0.8724154830,15.0541400909
1024,2.0,max+1,1.000000,3,0.6944683790,0.7843933702,6.4814233780
1024,2.0,max+1,1.000000,4,0.5193104744,0.6569703221,2.6512043476
1024,2.0,max+1,1.000000,5,0.3109986484,0.4846685827,0.9689638615
1024,2.0,max+1,1.000000,6,0.1223011389,0.2814832032,0.2720596492
1024,2.0,max+1,1.000000,7,0.0216749795,0.1020164788,0.0411561728
1024,2.0,max+1,1.000000,8,0.0008880620,0.0142220501,0.0016300580
1024,2.0,max+1,1.000000,9,0.0000028103,0.0002842773,0.0000051819
1024,2.0,max+n^(1/2q),5.656854,0,0.8036377430,0.8121585846,12.5832633972
1024,2.0,max+n^(1/2q),5.656854,1,0.6665065289,0.6962196827,5.3721389771
1024,2.0,max+n^(1/2q),5.656854,2,0.4825465679,0.5361055732,2.1589283943
1024,2.0,max+n^(1/2q),5.656854,3,0.2704555988,0.3380988836,0.7563292980
1024,2.0,max+n^(1/2q),5.656854,4,0.0917588323,0.1444564313,0.1901012063
1024,2.0,max+n^(1/2q),5.656854,5,0.0114351362,0.0281563178,0.0210926905
1024,2.0,max+n^(1/2q),5.656854,6,0.0001973924,0.0011103960,0.0003593663
1024,2.0,max+n^(1/2q),5.656854,7,0.0000000827,0.0000017747,0.0000001479
1024,2.0,max+n^(1/2q),5.656854,8,0.0000000147,0.0000001321,0.0000000201
1024,2.0,max+n^(1/2q),5.656854,9,0.0000000126,0.0000001321,0.0000000164
1024,4.0,n^(1/q),5.656854,0,0.9931031466,3.5524995327,0.8081771135
1024,4.0,n^(1/q),5.656854,1,0.1105066240,1.2762496471,0.2574242353
1024,4.0,n^(1/q),5.656854,2,0.0265019909,0.2777061760,0.0642285496
1024,4.0,n^(1/q),5.656854,3,0.0033106012,0.1093663350,0.0067023141
1024,4.0,n^(1/q),5.656854,4,0.0001736588,0.0171353240,0.0003053917
1024,4.0,n^(1/q),5.656854,5,0.0000014284,0.0004206578,0.0000024449
1024,4.0,n^(1/q),5.656854,6,0.0000000008,0.0000002463,0.0000000342
1024,4.0,n^(1/q),5.656854,7,0.0000000147,0.0000001710,0.0000000331
1024,4.0,n^(1/q),5.656854,8,0.0000000000,0.0000000000,0.0000000330
1024,4.0,n^(1/q),5.656854,9,0.0000000147,0.0000001710,0.0000000331
1024,4.0,eps=0.1,0.100000,0,0.9647666216,0.9747322202,11324.6894531250
1024,4.0,eps=0.1,0.100000,1,0.9556895494,0.9673680067,4680.0522460938
1024,4.0,eps=0.1,0.100000,2,0.9441325068,0.9581198692,1941.8002929688
1024,4.0,eps=0.1,0.100000,3,0.9292820692,0.9462206960,810.7871093750
1024,4.0,eps=0.1,0.100000,4,0.9099130630,0.9294632077,341.9248657227
1024,4.0,eps=0.1,0.100000,5,0.8840407729,0.9093016386,146.3630371094
1024,4.0,eps=0.1,0.100000,6,0.8482056856,0.8829906583,63.9118347168
1024,4.0,eps=0.1,0.100000,7,0.7961193323,0.8452045918,28.4804897308
1024,4.0,eps=0.1,0.100000,8,0.7168502808,0.7873079777,12.7822360992
1024,4.0,eps=0.1,0.100000,9,0.5954743624,0.6969683766,5.5836834908
1024,4.0,eps=1.0,1.000000,0,0.6476658583,0.7473218441,8.5988845825
1024,4.0,eps=1.0,1.000000,1,0.4928336143,0.6446557045,3.6067407131
1024,4.0,eps=1.0,1.000000,2,0.3006930947,0.5083999038,1.3453818560
1024,4.0,eps=1.0,1.000000,3,0.1263048351,0.3436468840,0.4021330774
1024,4.0,eps=1.0,1.000000,4,0.0283244923,0.1747074872,0.0761095881
1024,4.0,eps=1.0,1.000000,5,0.0022622645,0.0505836010,0.0058666058
1024,4.0,eps=1.0,1.000000,6,0.0000348379,0.0046155909,0.0000930037
1024,4.0,eps=1.0,1.000000,7,0.0000000547,0.0000396400,0.0000001516
1024,4.0,eps=1.0,1.000000,8,0.0000000093,0.0000001324,0.0000000339
1024,4.0,eps=1.0,1.000000,9,0.0000000087,0.0000001353,0.0000000331
1024,4.0,n^(1/q)/2,2.828427,0,0.1105066240,1.2762496471,0.2574242353
1024,4.0,n^(1/q)/2,2.828427,1,0.0265019909,0.2777061760,0.0642285496
1024,4.0,n^(1/q)/2,2.828427,2,0.0033106012,0.1093663350,0.0067023141
1024,4.0,n^(1/q)/2,2.828427,3,0.0001736588,0.0171353240,0.0003053917
1024,4.0,n^(1/q)/2,2.828427,4,0.0000014284,0.0004206578,0.0000024449
1024,4.0,n^(1/q)/2,2.828427,5,0.0000000008,0.0000002463,0.0000000342
1024,4.0,n^(1/q)/2,2.828427,6,0.0000000147,0.0000001710,0.0000000331
1024,4.0,n^(1/q)/2,2.828427,7,0.0000000000,0.0000000000,0.0000000330
1024,4.0,n^(1/q)/2,2.828427,8,0.0000000147,0.0000001710,0.0000000331
1024,4.0,n^(1/q)/2,2.828427,9,0.0000000000,0.0000000605,0.0000000330
1024,4.0,n^(1/q)*2,11.313708,0,2.9862062931,8.1049985886,0.9758219123
1024,4.0,n^(1/q)*2,11.313708,1,0.9931031466,3.5524995327,0.8081771135
1024,4.0,n^(1/q)*2,11.313708,2,0.1105066240,1.2762496471,0.2574242353
1024,4.0,n^(1/q)*2,11.313708,3,0.0265019909,0.2777061760,0.0642285496
1024,4.0,n^(1/q)*2,11.313708,4,0.0033106012,0.1093663350,0.0067023141
1024,4.0,n^(1/q)*2,11.313708,5,0.0001736588,0.0171353240,0.0003053917
1024,4.0,n^(1/q)*2,11.313708,6,0.0000014284,0.0004206578,0.0000024449
1024,4.0,n^(1/q)*2,11.313708,7,0.0000000008,0.0000002463,0.0000000342
1024,4.0,n^(1/q)*2,11.313708,8,0.0000000147,0.0000001710,0.0000000331
1024,4.0,n^(1/q)*2,11.313708,9,0.0000000000,0.0000000000,0.0000000330
1024,4.0,max+1,1.000000,0,0.6476658583,0.7473218441,8.5988845825
1024,4.0,max+1,1.000000,1,0.4928336143,0.6446557045,3.6067407131
1024,4.0,max+1,1.000000,2,0.3006930947,0.5083999038,1.3453818560
1024,4.0,max+1,1.000000,3,0.1263048351,0.3436468840,0.4021330774
1024,4.0,max+1,1.000000,4,0.0283244923,0.1747074872,0.0761095881
1024,4.0,max+1,1.000000,5,0.0022622645,0.0505836010,0.0058666058
1024,4.0,max+1,1.000000,6,0.0000348379,0.0046155909,0.0000930037
1024,4.0,max+1,1.000000,7,0.0000000547,0.0000396400,0.0000001516
1024,4.0,max+1,1.000000,8,0.0000000093,0.0000001324,0.0000000339
1024,4.0,max+1,1.000000,9,0.0000000087,0.0000001353,0.0000000331
1024,4.0,max+n^(1/2q),2.378414,0,0.1855738461,0.9140901566,0.6615028381
1024,4.0,max+n^(1/2q),2.378414,1,0.0578336418,0.2754980028,0.1640991569
1024,4.0,max+n^(1/2q),2.378414,2,0.0081062643,0.1114763543,0.0207010880
1024,4.0,max+n^(1/2q),2.378414,3,0.0003062800,0.0185778141,0.0007550371
1024,4.0,max+n^(1/2q),2.378414,4,0.0000016080,0.0005122828,0.0000035964
1024,4.0,max+n^(1/2q),2.378414,5,0.0000000126,0.0000004313,0.0000000386
1024,4.0,max+n^(1/2q),2.378414,6,0.0000000082,0.0000001305,0.0000000331
1024,4.0,max+n^(1/2q),2.378414,7,0.0000000095,0.0000001598,0.0000000331
1024,4.0,max+n^(1/2q),2.378414,8,0.0000000082,0.0000001305,0.0000000330
1024,4.0,max+n^(1/2q),2.378414,9,0.0000000095,0.0000001598,0.0000000331
1024,8.0,n^(1/q),2.378414,0,1.1959331036,1.3781510592,0.9928196669
1024,8.0,n^(1/q),2.378414,1,0.1039717793,0.1890755296,0.4731600285
1024,8.0,n^(1/q),2.378414,2,0.0835035741,0.2561687529,1.5923349857
1024,8.0,n^(1/q),2.378414,3,0.0387202278,0.1719006300,0.5063868761
1024,8.0,n^(1/q),2.378414,4,0.0132438447,0.0912754908,0.1307978332
1024,8.0,n^(1/q),2.378414,5,0.0026204104,0.0305030569,0.0219056271
1024,8.0,n^(1/q),2.378414,6,0.0001801600,0.0039017652,0.0014239327
1024,8.0,n^(1/q),2.378414,7,0.0000015342,0.0000678226,0.0000122378
1024,8.0,n^(1/q),2.378414,8,0.0000000006,0.0000001192,0.0000001960
1024,8.0,n^(1/q),2.378414,9,0.0000000041,0.0000001192,0.0000001954
1024,8.0,eps=0.1,0.100000,0,0.9076723456,0.9283307791,104992488.0000000000
1024,8.0,eps=0.1,0.100000,1,0.8960747719,0.9187505841,40947612.0000000000
1024,8.0,eps=0.1,0.100000,2,0.8830113411,0.9078853726,15971132.0000000000
1024,8.0,eps=0.1,0.100000,3,0.8682941198,0.8955604434,6229969.0000000000
1024,8.0,eps=0.1,0.100000,4,0.8517104387,0.8815761209,2430448.5000000000
1024,8.0,eps=0.1,0.100000,5,0.8330188990,0.8657045364,948300.7500000000
1024,8.0,eps=0.1,0.100000,6,0.8119453788,0.8477984071,370062.9375000000
1024,8.0,eps=0.1,0.100000,7,0.7881782651,0.8278073072,144440.1250000000
1024,8.0,eps=0.1,0.100000,8,0.7613624334,0.8050637245,56389.5156250000
1024,8.0,eps=0.1,0.100000,9,0.7310920954,0.7792198062,22020.4199218750
1024,8.0,eps=1.0,1.000000,0,0.0767237842,0.2833077013,0.9388338327
1024,8.0,eps=1.0,1.000000,1,0.0277990848,0.1924469769,0.2492439002
1024,8.0,eps=1.0,1.000000,2,0.0057979641,0.1037592366,0.0432790816
1024,8.0,eps=1.0,1.000000,3,0.0005005616,0.0354380682,0.0034461925
1024,8.0,eps=1.0,1.000000,4,0.0000105836,0.0047060922,0.0000714436
1024,8.0,eps=1.0,1.000000,5,0.0000000275,0.0000879995,0.0000003487
1024,8.0,eps=1.0,1.000000,6,0.0000000033,0.0000001192,0.0000001954
1024,8.0,eps=1.0,1.000000,7,0.0000000034,0.0000001192,0.0000001953
1024,8.0,eps=1.0,1.000000,8,0.0000000032,0.0000001192,0.0000001954
1024,8.0,eps=1.0,1.000000,9,0.0000000034,0.0000001192,0.0000001953
1024,8.0,n^(1/q)/2,1.189207,0,0.1039717793,0.1890755296,0.4731600285
1024,8.0,n^(1/q)/2,1.189207,1,0.0835035741,0.2561687529,1.5923349857
1024,8.0,n^(1/q)/2,1.189207,2,0.0387202278,0.1719006300,0.5063868761
1024,8.0,n^(1/q)/2,1.189207,3,0.0132438447,0.0912754908,0.1307978332
1024,8.0,n^(1/q)/2,1.189207,4,0.0026204104,0.0305030569,0.0219056271
1024,8.0,n^(1/q)/2,1.189207,5,0.0001801600,0.0039017652,0.0014239327
1024,8.0,n^(1/q)/2,1.189207,6,0.0000015342,0.0000678226,0.0000122378
1024,8.0,n^(1/q)/2,1.189207,7,0.0000000006,0.0000001192,0.0000001960
1024,8.0,n^(1/q)/2,1.189207,8,0.0000000041,0.0000001192,0.0000001954
1024,8.0,n^(1/q)/2,1.189207,9,0.0000000000,0.0000000000,0.0000001953
1024,8.0,n^(1/q)*2,4.756828,0,3.3918662071,3.7563021183,0.9998680949
1024,8.0,n^(1/q)*2,4.756828,1,1.1959331036,1.3781510592,0.9928196669
1024,8.0,n^(1/q)*2,4.756828,2,0.1039717793,0.1890755296,0.4731600285
1024,8.0,n^(1/q)*2,4.756828,3,0.0835035741,0.2561687529,1.5923349857
1024,8.0,n^(1/q)*2,4.756828,4,0.0387202278,0.1719006300,0.5063868761
1024,8.0,n^(1/q)*2,4.756828,5,0.0132438447,0.0912754908,0.1307978332
1024,8.0,n^(1/q)*2,4.756828,6,0.0026204104,0.0305030569,0.0219056271
1024,8.0,n^(1/q)*2,4.756828,7,0.0001801600,0.0039017652,0.0014239327
1024,8.0,n^(1/q)*2,4.756828,8,0.0000015342,0.0000678226,0.0000122378
1024,8.0,n^(1/q)*2,4.756828,9,0.0000000006,0.0000001192,0.0000001960
1024,8.0,max+1,1.000000,0,0.0767237842,0.2833077013,0.9388338327
1024,8.0,max+1,1.000000,1,0.0277990848,0.1924469769,0.2492439002
1024,8.0,max+1,1.000000,2,0.0057979641,0.1037592366,0.0432790816
1024,8.0,max+1,1.000000,3,0.0005005616,0.0354380682,0.0034461925
1024,8.0,max+1,1.000000,4,0.0000105836,0.0047060922,0.0000714436
1024,8.0,max+1,1.000000,5,0.0000000275,0.0000879995,0.0000003487
1024,8.0,max+1,1.000000,6,0.0000000033,0.0000001192,0.0000001954
1024,8.0,max+1,1.000000,7,0.0000000034,0.0000001192,0.0000001953
1024,8.0,max+1,1.000000,8,0.0000000032,0.0000001192,0.0000001954
1024,8.0,max+1,1.000000,9,0.0000000034,0.0000001192,0.0000001953
1024,8.0,max+n^(1/2q),1.542211,0,0.4238865972,0.5420402288,0.8978140950
1024,8.0,max+n^(1/2q),1.542211,1,0.2846887410,0.3815496266,11.2337188721
1024,8.0,max+n^(1/2q),1.542211,2,0.1978261620,0.3011803627,4.1810817719
1024,8.0,max+n^(1/2q),1.542211,3,0.1122542471,0.2137928605,1.4282902479
1024,8.0,max+n^(1/2q),1.542211,4,0.0438870415,0.1254289001,0.3928043842
1024,8.0,max+n^(1/2q),1.542211,5,0.0087919058,0.0508737378,0.0652472079
1024,8.0,max+n^(1/2q),1.542211,6,0.0005830148,0.0096817082,0.0040378598
1024,8.0,max+n^(1/2q),1.542211,7,0.0000060296,0.0003809084,0.0000415066
1024,8.0,max+n^(1/2q),1.542211,8,0.0000000069,0.0000005786,0.0000002059
1024,8.0,max+n^(1/2q),1.542211,9,0.0000000033,0.0000001191,0.0000001956
4096,1.0,n^(1/q),4096.000000,0,0.0008831108,0.0016744711,0.0008815200
4096,1.0,n^(1/q),4096.000000,1,0.0000007821,0.0000028061,0.0000007940
4096,1.0,n^(1/q),4096.000000,2,0.0000000229,0.0000002387,0.0000000288
4096,1.0,n^(1/q),4096.000000,3,0.0000000092,0.0000002387,0.0000000093
4096,1.0,n^(1/q),4096.000000,4,0.0000000011,0.0000002386,0.0000000069
4096,1.0,n^(1/q),4096.000000,5,0.0000000058,0.0000002387,0.0000000067
4096,1.0,n^(1/q),4096.000000,6,0.0000000010,0.0000002386,0.0000000069
4096,1.0,n^(1/q),4096.000000,7,0.0000000069,0.0000002387,0.0000000069
4096,1.0,n^(1/q),4096.000000,8,0.0000000000,0.0000001790,0.0000000067
4096,1.0,n^(1/q),4096.000000,9,0.0000000067,0.0000002387,0.0000000069
4096,1.0,eps=0.1,0.100000,0,0.9999755621,0.9999755621,1245.4570312500
4096,1.0,eps=0.1,0.100000,1,0.9994242191,0.9996924400,717.9090576172
4096,1.0,eps=0.1,0.100000,2,0.9980582595,0.9989184141,362.0556030273
4096,1.0,eps=0.1,0.100000,3,0.9952846766,0.9973405600,181.1528015137
4096,1.0,eps=0.1,0.100000,4,0.9897394776,0.9941995144,90.3729553223
4096,1.0,eps=0.1,0.100000,5,0.9787324667,0.9879465699,44.9436111450
4096,1.0,eps=0.1,0.100000,6,0.9570854306,0.9755544066,22.2253227234
4096,1.0,eps=0.1,0.100000,7,0.9152378440,0.9512325525,10.8683490753
4096,1.0,eps=0.1,0.100000,8,0.8370357752,0.9043920040,5.1953687668
4096,1.0,eps=0.1,0.100000,9,0.7003890276,0.8175165057,2.3700032234
4096,1.0,eps=1.0,1.000000,0,0.9997556210,0.9997557402,945.8972167969
4096,1.0,eps=1.0,1.000000,1,0.9987595081,0.9990929365,481.8169555664
4096,1.0,eps=1.0,1.000000,2,0.9966988564,0.9977252483,241.5525512695
4096,1.0,eps=1.0,1.000000,3,0.9925608635,0.9949764609,120.6340942383
4096,1.0,eps=1.0,1.000000,4,0.9843225479,0.9894924164,60.0814285278
4096,1.0,eps=1.0,1.000000,5,0.9680459499,0.9786103368,29.7944755554
4096,1.0,eps=1.0,1.000000,6,0.9363008738,0.9572016001,14.6516208649
4096,1.0,eps=1.0,1.000000,7,0.8759298921,0.9157780409,7.0841751099
4096,1.0,eps=1.0,1.000000,8,0.7667248845,0.8382306099,3.3087463379
4096,1.0,eps=1.0,1.000000,9,0.5877983570,0.7022795677,1.4375323057
4096,1.0,n^(1/q)/2,2048.000000,0,0.4995584488,0.4997499287,0.9964773059
4096,1.0,n^(1/q)/2,2048.000000,1,0.2493385077,0.2496251166,0.3317681849
4096,1.0,n^(1/q)/2,2048.000000,2,0.0621148571,0.0622815713,0.0661663637
4096,1.0,n^(1/q)/2,2048.000000,3,0.0038548466,0.0038770745,0.0038663466
4096,1.0,n^(1/q)/2,2048.000000,4,0.0000148377,0.0000151502,0.0000148342
4096,1.0,n^(1/q)/2,2048.000000,5,0.0000000493,0.0000002387,0.0000000324
4096,1.0,n^(1/q)/2,2048.000000,6,0.0000000317,0.0000002386,0.0000000096
4096,1.0,n^(1/q)/2,2048.000000,7,0.0000000283,0.0000002387,0.0000000068
4096,1.0,n^(1/q)/2,2048.000000,8,0.0000000288,0.0000002386,0.0000000067
4096,1.0,n^(1/q)/2,2048.000000,9,0.0000000283,0.0000001790,0.0000000068
4096,1.0,n^(1/q)*2,8192.000000,0,1.0017662048,1.0033489466,0.5002204776
4096,1.0,n^(1/q)*2,8192.000000,1,0.0008831108,0.0016744711,0.0008815200
4096,1.0,n^(1/q)*2,8192.000000,2,0.0000007821,0.0000028061,0.0000007940
4096,1.0,n^(1/q)*2,8192.000000,3,0.0000000229,0.0000002387,0.0000000288
4096,1.0,n^(1/q)*2,8192.000000,4,0.0000000092,0.0000002387,0.0000000093
4096,1.0,n^(1/q)*2,8192.000000,5,0.0000000011,0.0000002386,0.0000000069
4096,1.0,n^(1/q)*2,8192.000000,6,0.0000000058,0.0000002387,0.0000000067
4096,1.0,n^(1/q)*2,8192.000000,7,0.0000000010,0.0000002386,0.0000000069
4096,1.0,n^(1/q)*2,8192.000000,8,0.0000000069,0.0000002387,0.0000000069
4096,1.0,n^(1/q)*2,8192.000000,9,0.0000000000,0.0000001790,0.0000000067
4096,1.0,max+1,1.000000,0,0.9997556210,0.9997557402,945.8972167969
4096,1.0,max+1,1.000000,1,0.9987595081,0.9990929365,481.8169555664
4096,1.0,max+1,1.000000,2,0.9966988564,0.9977252483,241.5525512695
4096,1.0,max+1,1.000000,3,0.9925608635,0.9949764609,120.6340942383
4096,1.0,max+1,1.000000,4,0.9843225479,0.9894924164,60.0814285278
4096,1.0,max+1,1.000000,5,0.9680459499,0.9786103368,29.7944755554
4096,1.0,max+1,1.000000,6,0.9363008738,0.9572016001,14.6516208649
4096,1.0,max+1,1.000000,7,0.8759298921,0.9157780409,7.0841751099
4096,1.0,max+1,1.000000,8,0.7667248845,0.8382306099,3.3087463379
4096,1.0,max+1,1.000000,9,0.5877983570,0.7022795677,1.4375323057
4096,1.0,max+n^(1/2q),64.000000,0,0.9843611717,0.9843671918,59.5949478149
4096,1.0,max+n^(1/2q),64.000000,1,0.9681190252,0.9684974551,29.5511951447
4096,1.0,max+n^(1/2q),64.000000,2,0.9364309311,0.9375198483,14.5299654007
4096,1.0,max+n^(1/2q),64.000000,3,0.8761310577,0.8785047531,7.0233268738
4096,1.0,max+n^(1/2q),64.000000,4,0.7669296861,0.7713850737,3.2782826424
4096,1.0,max+n^(1/2q),64.000000,5,0.5876643062,0.5947375298,1.4222271442
4096,1.0,max+n^(1/2q),64.000000,6,0.3450491428,0.3535360098,0.5261451006
4096,1.0,max+n^(1/2q),64.000000,7,0.1189599782,0.1249252409,0.1348914951
4096,1.0,max+n^(1/2q),64.000000,8,0.0141418763,0.0155984657,0.0143321250
4096,1.0,max+n^(1/2q),64.000000,9,0.0001999696,0.0002432489,0.0001998468
4096,2.0,n^(1/q),64.000000,0,0.0594930276,0.1132719964,0.1033330560
4096,2.0,n^(1/q),64.000000,1,0.0051911455,0.0178884994,0.0098613780
4096,2.0,n^(1/q),64.000000,2,0.0000406578,0.0004291918,0.0000764751
4096,2.0,n^(1/q),64.000000,3,0.0000000152,0.0000001991,0.0000000414
4096,2.0,n^(1/q),64.000000,4,0.0000000002,0.0000000655,0.0000000191
4096,2.0,n^(1/q),64.000000,5,0.0000000026,0.0000001273,0.0000000187
4096,2.0,n^(1/q),64.000000,6,0.0000000000,0.0000000000,0.0000000187
4096,2.0,n^(1/q),64.000000,7,0.0000000026,0.0000001273,0.0000000187
4096,2.0,n^(1/q),64.000000,8,0.0000000000,0.0000000000,0.0000000187
4096,2.0,n^(1/q),64.000000,9,0.0000000026,0.0000001273,0.0000000187
4096,2.0,eps=0.1,0.100000,0,0.9983445406,0.9983858466,572.1694946289
4096,2.0,eps=0.1,0.100000,1,0.9949909449,0.9966887236,384.5717773438
4096,2.0,eps=0.1,0.100000,2,0.9785848260,0.9914306998,204.1016082764
4096,2.0,eps=0.1,0.100000,3,0.9447667599,0.9729960561,93.1437454224
4096,2.0,eps=0.1,0.100000,4,0.8917917013,0.9442144036,41.5334739685
4096,2.0,eps=0.1,0.100000,5,0.8123716712,0.8991582394,18.2748413086
4096,2.0,eps=0.1,0.100000,6,0.6971099973,0.8312283158,7.8848233223
4096,2.0,eps=0.1,0.100000,7,0.5385278463,0.7315018773,3.2662339211
4096,2.0,eps=0.1,0.100000,8,0.3430465460,0.5908463597,1.2335028648
4096,2.0,eps=0.1,0.100000,9,0.1517336965,0.4079912901,0.3748878241
